,.,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRON,PRT,VERB,X
"('R.D.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Vos', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Brooklyn', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('N.Y', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('But', 'CONJ')",0.0,0.0,0.0,0.0,0.06907717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('its', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12157221,0.0,0.0,0.0
"('purchases', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0002983802,0.0,0.0,0.0,0.0,0.0
"('apparently', 'ADV')",0.0,0.0,0.0,0.004340963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('were', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014594546,0.0
"('delayed', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('by', 'ADP')",0.0,0.0,0.043939583,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('reorganization', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('its', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12157221,0.0,0.0,0.0
"('agricultural', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('bureaucracy', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('as', 'ADV')",0.0,0.0,0.033828486,0.015390687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('well', 'ADV')",0.0,0.0,0.0,0.014206788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('as', 'ADP')",0.0,0.0,0.033828486,0.015390687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('budget', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0004688832,0.0,0.0,0.0,0.0,0.0
"('problems', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00080988917,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Above', 'ADP')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('all', 'DET')",0.0,0.0,0.0,0.00078926596,0.0,0.011032532,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mr.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.013043478,0.0,0.0,0.0,0.0,0.0
"('Oxnard', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('noted', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018243182,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('situation', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0003836317,0.0,0.0,0.0,0.0,0.0
"('is', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04971267,0.0
"('extremely', 'ADV')",0.0,0.0,0.0,0.001183899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('confused', 'VERB')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('You', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008226691,0.0,0.0,0.0
"('look', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0006385114,0.0
"('around', 'PRT')",0.0,0.0,0.0024965673,0.001183899,0.0,0.0,0.0,0.0,0.0,0.0007821666,0.0,0.0
"('at', 'ADP')",0.0,0.0,0.039320935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('professional', 'ADJ')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('ballplayers', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('or', 'CONJ')",0.0,0.0,0.0,0.0,0.1311387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('accountants', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('...', '.')",0.0011620537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('nobody', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('blinks', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('an', 'DET')",0.0,0.0,0.0,0.0,0.0,0.03507779,0.0,0.0,0.0,0.0,0.0,0.0
"('eye', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Volume', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('second', 'ADJ')",0.0,0.0017357763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('section', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('was', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027273556,0.0
"('estimated', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016418863,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('at', 'ADP')",0.0,0.0,0.039320935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('18', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004467354,0.0,0.0,0.0,0.0
"('million', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11030928,0.0,0.0,0.0,0.0
"('shares', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.003921569,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('up', 'ADV')",0.0,0.0,0.0026213955,0.015390687,0.0,0.0,0.0,0.0,0.0,0.021118497,0.0,0.0
"('from', 'ADP')",0.0,0.0,0.039820246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('14', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027491408,0.0,0.0,0.0,0.0
"('million', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11030928,0.0,0.0,0.0,0.0
"('Tuesday', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0013640239,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('A', 'DET')",0.0,0.0,0.0,0.0,0.0,0.012446959,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('federal', 'ADJ')",0.0,0.007907425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('appeals', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('court', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0011935208,0.0,0.0,0.0,0.0,0.0
"('upheld', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018243182,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('lower', 'ADJ')",0.0,0.0044358727,0.0,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('court', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0011935208,0.0,0.0,0.0,0.0,0.0
"('ruling', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"('that', 'ADP')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('U.S.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.007928389,0.0,0.0,0.0,0.0,0.0
"('can', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0065675452,0.0
"('bar', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('use', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0005541347,0.0,0.0,0.0,0.0014594545,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('federal', 'ADJ')",0.0,0.007907425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('funds', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.002173913,0.0,0.0,0.0,0.0,0.0
"('for', 'ADP')",0.0,0.0,0.08238672,0.0,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('family-planning', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('programs', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0007672634,0.0,0.0,0.0,0.0,0.0
"('that', 'DET')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"('include', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001003375,0.0
"('abortion-related', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('services', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0009803922,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Prudential-Bache', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('Securities', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0009803922,0.0,0.0,0.0,0.0,0.0
"('boosted', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00072972727,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('stock', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.004518329,0.0,0.0,0.0,0.0,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('short-term', 'ADJ')",0.0,0.0019286403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('investment', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0020886615,0.0,0.0,0.0,0.0,0.0
"('rating', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0004688832,0.0,0.0,0.0,9.121591e-05,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('response', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('departure', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00034100597,0.0,0.0,0.0,0.0,0.0
"(';', '.')",0.014261568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('analyst', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0009377664,0.0,0.0,0.0,0.0,0.0
"('John', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0012361467,0.0,0.0,0.0,0.0,0.0
"('McMillin', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('said', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046337683,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('he', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08318099,0.0,0.0,0.0
"('believes', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006385114,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('company', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.009036658,0.0,0.0,0.0,0.0,0.0
"('will', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.020249931,0.0
"('turn', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.00045607955,0.0
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('new', 'ADJ')",0.0,0.022372227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('management', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00068201195,0.0,0.0,0.0,0.0,0.0
"('``', '.')",0.059053455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('that', 'DET')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"(""'s"", 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('more', 'ADV')",0.0,0.01774349,0.0,0.028808208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('financially', 'ADV')",0.0,0.0,0.0,0.00078926596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('oriented', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(""''"", '.')",0.05778576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('To', 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005084083,0.0,0.0
"('further', 'ADV')",0.0,0.0019286403,0.0,0.0015785319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('load', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,9.121591e-05,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('stakes', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mr.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.013043478,0.0,0.0,0.0,0.0,0.0
"('Lane', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0003836317,0.0,0.0,0.0,0.0,0.0
"('dreamed', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('up', 'PRT')",0.0,0.0,0.0026213955,0.015390687,0.0,0.0,0.0,0.0,0.0,0.021118497,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('highly', 'ADV')",0.0,0.0,0.0,0.004340963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('improbable', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('romance', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('for', 'ADP')",0.0,0.0,0.08238672,0.0,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('Artist', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00025575448,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('with', 'ADP')",0.0,0.0,0.03894645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('young', 'ADJ')",0.0,0.0019286403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('woman', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"('who', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06032907,0.0,0.0,0.0
"('*T*-68', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('owns', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012770228,0.0
"('her', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017824497,0.0,0.0,0.0
"('own', 'ADJ')",0.0,0.006557377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00072972727,0.0
"('children', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('shop', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('who', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06032907,0.0,0.0,0.0
"('*T*-69', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('lives', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,9.121591e-05,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('an', 'DET')",0.0,0.0,0.0,0.0,0.0,0.03507779,0.0,0.0,0.0,0.0,0.0,0.0
"('expensive', 'ADJ')",0.0,0.0013500482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('high-rise', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('apartment', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('building', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0002983802,0.0,0.0,0.0,0.00045607955,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14713031
"('Do', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"(""n't"", 'ADV')",0.0,0.0,0.0,0.10536701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('wait', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018243182,0.0
"('--', '.')",0.01943799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('savings', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00051150896,0.0,0.0,0.0,0.0,0.0
"('institution', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('needs', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.00018243182,0.0
"('your', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008226691,0.0,0.0,0.0
"('help', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.002918909,0.0
"('now', 'ADV')",0.0,0.0,0.0,0.018547751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('!', '.')",0.00031692372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('The', 'DET')",0.0,0.0,0.0,0.0,0.0,0.079915136,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('magazine', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('editors', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('ran', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036486363,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('giant', 'ADJ')",0.0,0.00038572805,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('diagram', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('product', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0007246377,0.0,0.0,0.0,0.0,0.0
"('with', 'ADP')",0.0,0.0,0.03894645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('arrows', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('pointing', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('packaging', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00017050299,0.0,0.0,0.0,9.121591e-05,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('polystyrene', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('foam', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('polyproplene', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
